,Identified_Event_Name,Best_Hit,Original_Source,is_best_hit_unique,Event_ID,Top_10_Wikipedia_Pages
3377,Pacific Typhoon Season (1942),https://en.wikipedia.org/wiki/1942_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1942_Pacific_typhoon_season,True,3277,"['https://en.wikipedia.org/wiki/1942_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1945_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1947_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1944_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1946_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1948_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1942_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1940_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_hurricane']"
3378,Pacific Typhoon Season (1938),https://en.wikipedia.org/wiki/1938_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1938_Pacific_typhoon_season,True,3279,"['https://en.wikipedia.org/wiki/1938_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1920%E2%80%931935_Pacific_typhoon_seasons', 'https://en.wikipedia.org/wiki/1902%E2%80%931919_Pacific_typhoon_seasons', 'https://en.wikipedia.org/wiki/1938_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1936_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1937_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_hurricane', 'https://en.wikipedia.org/wiki/1940_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1939_Pacific_typhoon_season']"
3379,Leap Day Tornado Outbreak (2012),https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak,https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak,False,4779,"['https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak', 'https://en.wikipedia.org/wiki/Leap_Day_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_2%E2%80%933,_2012', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_Leap_Day_1952', 'https://en.wikipedia.org/wiki/Branson,_Missouri', 'https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_December_18%E2%80%9320,_1957', 'https://en.wikipedia.org/wiki/Outline_of_tornadoes']"
3380,December 2019 North American Storm Complex,https://en.wikipedia.org/wiki/December_2019_North_American_storm_complex,https://en.wikipedia.org/wiki/December_2019_North_American_storm_complex,True,1648,"['https://en.wikipedia.org/wiki/December_2019_North_American_storm_complex', 'https://en.wikipedia.org/wiki/December_2013_North_American_storm_complex', 'https://en.wikipedia.org/wiki/December_2015_North_American_storm_complex', 'https://en.wikipedia.org/wiki/December_2014_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Late_December_2012_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Early_Winter_2006_North_American_storm_complex', 'https://en.wikipedia.org/wiki/1993_Storm_of_the_Century', 'https://en.wikipedia.org/wiki/2020%E2%80%9321_North_American_winter', 'https://en.wikipedia.org/wiki/December_2022_North_American_winter_storm', 'https://en.wikipedia.org/wiki/January_2016_United_States_blizzard']"
3382,Hurricane Helga (1966),https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,False,1645,"['https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Helga_(disambiguation)', 'https://en.wikipedia.org/wiki/Helga_Anders', 'https://en.wikipedia.org/wiki/1970_Pacific_hurricane_season']"
3383,Hurricane Adele (1966),https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,False,1645,"['https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1970_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Kirsten_(1966)', 'https://en.wikipedia.org/wiki/1960s_Australian_region_cyclone_seasons']"
3384,Harrisburg Tornado (2012),https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak,https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak,False,4779,"['https://en.wikipedia.org/wiki/2012_Leap_Day_tornado_outbreak', 'https://en.wikipedia.org/wiki/Harrisburg,_Illinois', 'https://en.wikipedia.org/wiki/Tornadoes_of_2012', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_2%E2%80%933,_2012', 'https://en.wikipedia.org/wiki/Tornadoes_of_2011', 'https://en.wikipedia.org/wiki/Hurricane_Debby_(2024)']"
3385,Hurricane Francesca (1966),https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,False,1645,"['https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1970_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Dino_De_Laurentiis', 'https://en.wikipedia.org/wiki/Long_Island', 'https://en.wikipedia.org/wiki/Ringo_Starr', 'https://en.wikipedia.org/wiki/Eurovision_Song_Contest_2024', 'https://en.wikipedia.org/wiki/Nicolas_Cage']"
3386,Hurricane Dolores (1966),https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season,False,1645,"['https://en.wikipedia.org/wiki/1966_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Rita_Moreno', 'https://en.wikipedia.org/wiki/1985_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1970_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2003_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2021_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Dolores_Mantez']"
3392,"Tornado Outbreak April 19, (2023)",https://en.wikipedia.org/wiki/Tornadoes_of_2023,"https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_19%E2%80%9320,_2023",False,4780,"['https://en.wikipedia.org/wiki/Tornadoes_of_2023', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_31_%E2%80%93_April_1,_2023', 'https://en.wikipedia.org/wiki/2011_Super_Outbreak', 'https://en.wikipedia.org/wiki/1974_Super_Outbreak', 'https://en.wikipedia.org/wiki/2020_Easter_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_1977', 'https://en.wikipedia.org/wiki/1965_Palm_Sunday_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_14%E2%80%9316,_2011', 'https://en.wikipedia.org/wiki/Tornado_outbreak_and_derecho_of_April_1%E2%80%933,_2024']"
3393,Hurricane Charlie (1952),https://en.wikipedia.org/wiki/1952_Atlantic_hurricane_season,https://en.wikipedia.org/wiki/1952_Atlantic_hurricane_season,True,1647,"['https://en.wikipedia.org/wiki/1952_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Charlie_(1951)', 'https://en.wikipedia.org/wiki/1950_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1951_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_hunters', 'https://en.wikipedia.org/wiki/Silver_City_(1951_film)']"
3394,Chappaqua Tornado (1904),https://en.wikipedia.org/wiki/1904_Chappaqua_tornado,https://en.wikipedia.org/wiki/1904_Chappaqua_tornado,True,4781,"['https://en.wikipedia.org/wiki/1904_Chappaqua_tornado', 'https://en.wikipedia.org/wiki/Chappaqua,_New_York', 'https://en.wikipedia.org/wiki/2006_Westchester_County_tornado', 'https://en.wikipedia.org/wiki/Chappaqua_Friends_Meeting_House', 'https://en.wikipedia.org/wiki/July_1904', 'https://en.wikipedia.org/wiki/Old_Chappaqua_Historic_District', 'https://en.wikipedia.org/wiki/Temple_B%27nai_Israel_(Oklahoma_City)']"
3395,Sicily Tornadoes (1851),https://en.wikipedia.org/wiki/1851_Sicily_tornadoes,https://en.wikipedia.org/wiki/1851_Sicily_tornadoes,True,4782,"['https://en.wikipedia.org/wiki/1851_Sicily_tornadoes', 'https://en.wikipedia.org/wiki/Waterspout', 'https://en.wikipedia.org/wiki/December_31', 'https://en.wikipedia.org/wiki/Journey_to_the_Center_of_the_Earth', 'https://en.wikipedia.org/wiki/Lombardy', 'https://en.wikipedia.org/wiki/Kenilworth']"
3401,Tropical Storm Paka (1997),https://en.wikipedia.org/wiki/Typhoon_Paka,https://en.wikipedia.org/wiki/1997_Pacific_hurricane_season,False,1646,"['https://en.wikipedia.org/wiki/Typhoon_Paka', 'https://en.wikipedia.org/wiki/1997_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1997_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_1997_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season']"
3403,Typhoon Ketsana (2009),https://en.wikipedia.org/wiki/Typhoon_Ketsana,https://en.wikipedia.org/wiki/Effects_of_the_2009_Pacific_typhoon_season_in_the_Philippines,False,3276,"['https://en.wikipedia.org/wiki/Typhoon_Ketsana', 'https://en.wikipedia.org/wiki/Typhoon_Mirinae_(2009)', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Parma', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Molave', 'https://en.wikipedia.org/wiki/Typhoons_in_the_Philippines', 'https://en.wikipedia.org/wiki/Typhoon_Noru', 'https://en.wikipedia.org/wiki/Typhoon_Vamco']"
3405,Typhoon Chan-Hom (2009),https://en.wikipedia.org/wiki/Typhoon_Chan-hom_(2009),https://en.wikipedia.org/wiki/Effects_of_the_2009_Pacific_typhoon_season_in_the_Philippines,True,3276,"['https://en.wikipedia.org/wiki/Typhoon_Chan-hom_(2009)', 'https://en.wikipedia.org/wiki/Typhoon_Ewiniar_(2024)', 'https://en.wikipedia.org/wiki/Timeline_of_the_2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2015_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Kujira_(2009)', 'https://en.wikipedia.org/wiki/2020_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon']"
3406,Christmas Day Tornado Outbreak (2012),https://en.wikipedia.org/wiki/Tornadoes_of_2011,https://en.wikipedia.org/wiki/Late_December_2012_North_American_storm_complex,False,1649,"['https://en.wikipedia.org/wiki/Tornadoes_of_2011', 'https://en.wikipedia.org/wiki/Late_December_2012_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_December_10%E2%80%9311,_2021', 'https://en.wikipedia.org/wiki/Early_May_1965_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornadoes_of_2006', 'https://en.wikipedia.org/wiki/Tornadoes_of_2014', 'https://en.wikipedia.org/wiki/Tornadoes_of_2009']"
3407,Blizzard December (2012),"https://en.wikipedia.org/wiki/December_17%E2%80%9322,_2012_North_American_blizzard",https://en.wikipedia.org/wiki/Late_December_2012_North_American_storm_complex,False,1649,"['https://en.wikipedia.org/wiki/December_17%E2%80%9322,_2012_North_American_blizzard', 'https://en.wikipedia.org/wiki/December_2010_North_American_blizzard', 'https://en.wikipedia.org/wiki/Blizzard', 'https://en.wikipedia.org/wiki/December_2009_North_American_blizzard', 'https://en.wikipedia.org/wiki/Late_December_2012_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Blizzard_Entertainment', 'https://en.wikipedia.org/wiki/Blizzard_Albany', 'https://en.wikipedia.org/wiki/Great_Blizzard_of_1888', 'https://en.wikipedia.org/wiki/Blizzard_of_Ozz', 'https://en.wikipedia.org/wiki/Activision_Blizzard']"
3408,Typhoon Parma (2009),https://en.wikipedia.org/wiki/Typhoon_Parma,https://en.wikipedia.org/wiki/Effects_of_the_2009_Pacific_typhoon_season_in_the_Philippines,True,3276,"['https://en.wikipedia.org/wiki/Typhoon_Parma', 'https://en.wikipedia.org/wiki/Typhoon_Melor_(2009)', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Ketsana', 'https://en.wikipedia.org/wiki/Typhoon_Mirinae_(2009)', 'https://en.wikipedia.org/wiki/Typhoons_in_the_Philippines', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season']"
3409,Typhoon Morakot (2009),https://en.wikipedia.org/wiki/Typhoon_Morakot,https://en.wikipedia.org/wiki/Effects_of_the_2009_Pacific_typhoon_season_in_the_Philippines,True,3276,"['https://en.wikipedia.org/wiki/Typhoon_Morakot', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Ketsana', 'https://en.wikipedia.org/wiki/Typhoon', 'https://en.wikipedia.org/wiki/Typhoons_in_Taiwan', 'https://en.wikipedia.org/wiki/European_Union_submarine_internet_cables', 'https://en.wikipedia.org/wiki/Typhoon_Soudelor']"
3410,Typhoon Mirinae (2009),https://en.wikipedia.org/wiki/Typhoon_Mirinae_(2009),https://en.wikipedia.org/wiki/Effects_of_the_2009_Pacific_typhoon_season_in_the_Philippines,True,3276,"['https://en.wikipedia.org/wiki/Typhoon_Mirinae_(2009)', 'https://en.wikipedia.org/wiki/2009_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon', 'https://en.wikipedia.org/wiki/Tropical_Storm_Mirinae_(2016)', 'https://en.wikipedia.org/wiki/Typhoon_Nari_(2013)', 'https://en.wikipedia.org/wiki/Typhoon_Damrey_(2017)', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_Vietnam']"
3415,Typhoon Cimaron (2018),https://en.wikipedia.org/wiki/Typhoon_Cimaron_(2018),https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,True,3269,"['https://en.wikipedia.org/wiki/Typhoon_Cimaron_(2018)', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Jebi', 'https://en.wikipedia.org/wiki/2018_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2006_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Durian', 'https://en.wikipedia.org/wiki/Typhoons_in_Japan']"
3416,Typhoon Mangkhut (2018),https://en.wikipedia.org/wiki/Typhoon_Mangkhut,https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,False,3269,"['https://en.wikipedia.org/wiki/Typhoon_Mangkhut', 'https://en.wikipedia.org/wiki/Typhoon_Yutu', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Haiyan', 'https://en.wikipedia.org/wiki/Typhoon_Mawar', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Goni', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Bopha']"
3417,Typhoon Maria (2018),https://en.wikipedia.org/wiki/Typhoon_Maria_(2018),https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,True,3269,"['https://en.wikipedia.org/wiki/Typhoon_Maria_(2018)', 'https://en.wikipedia.org/wiki/Typhoon_Yutu', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2018_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoons_in_Taiwan', 'https://en.wikipedia.org/wiki/Typhoon_Ampil_(2024)', 'https://en.wikipedia.org/wiki/Typhoon_Goni', 'https://en.wikipedia.org/wiki/Typhoon_Shanshan_(2006)', 'https://en.wikipedia.org/wiki/Typhoon_Soulik_(2013)']"
3418,March 1989 Geomagnetic Storm,https://en.wikipedia.org/wiki/March_1989_geomagnetic_storm,https://en.wikipedia.org/wiki/March_1989_geomagnetic_storm,True,1652,"['https://en.wikipedia.org/wiki/March_1989_geomagnetic_storm', 'https://en.wikipedia.org/wiki/Geomagnetic_storm', 'https://en.wikipedia.org/wiki/May_1921_geomagnetic_storm', 'https://en.wikipedia.org/wiki/May_2024_solar_storms', 'https://en.wikipedia.org/wiki/Solar_cycle_22', 'https://en.wikipedia.org/wiki/Carrington_Event', 'https://en.wikipedia.org/wiki/Bastille_Day_solar_storm', 'https://en.wikipedia.org/wiki/Geomagnetic_excursion']"
3420,Typhoon Soulik (2018),https://en.wikipedia.org/wiki/Typhoon_Soulik_(2018),https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,True,3269,"['https://en.wikipedia.org/wiki/Typhoon_Soulik_(2018)', 'https://en.wikipedia.org/wiki/Typhoon_Soulik_(2013)', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Cimaron_(2018)', 'https://en.wikipedia.org/wiki/Typhoon_Maria_(2018)', 'https://en.wikipedia.org/wiki/Typhoon_Khanun_(2023)', 'https://en.wikipedia.org/wiki/2006_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Rusa']"
3421,Typhoon Bebinca (2018),https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season,https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,False,3269,"['https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Bebinca', 'https://en.wikipedia.org/wiki/Tropical_Storm_Bebinca_(2018)', 'https://en.wikipedia.org/wiki/2006_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2000_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/1949_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2018_Pacific_typhoon_season']"
3423,Typhoon Usagi (2018),https://en.wikipedia.org/wiki/Tropical_Storm_Usagi_(2018),https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,False,3269,"['https://en.wikipedia.org/wiki/Tropical_Storm_Usagi_(2018)', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Saola_(2023)', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2018_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Bunny_Drop', 'https://en.wikipedia.org/wiki/2007_Pacific_typhoon_season']"
3425,Typhoon Kong-Rey (2018),https://en.wikipedia.org/wiki/Typhoon_Kong-rey_(2018),https://en.wikipedia.org/wiki/Timeline_of_the_2018_Pacific_typhoon_season,True,3269,"['https://en.wikipedia.org/wiki/Typhoon_Kong-rey_(2018)', 'https://en.wikipedia.org/wiki/Typhoon_Yutu', 'https://en.wikipedia.org/wiki/Typhoon_Hinnamnor', 'https://en.wikipedia.org/wiki/Typhoon_Nanmadol_(2022)', 'https://en.wikipedia.org/wiki/2018_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2024_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/2013_Pacific_typhoon_season']"
3426,Hurricane Otis (1981),https://en.wikipedia.org/wiki/1981_Pacific_hurricane_season,https://en.wikipedia.org/wiki/1981_Pacific_hurricane_season,True,1651,"['https://en.wikipedia.org/wiki/1981_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/2017_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1987_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Otis_Nixon', 'https://en.wikipedia.org/wiki/2017_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Manuel', 'https://en.wikipedia.org/wiki/Hurricane_Paul_(1982)']"
3431,Hurricane Eta (2020),https://en.wikipedia.org/wiki/Hurricane_Eta,https://en.wikipedia.org/wiki/List_of_United_States_tornadoes_from_October_to_December_2020,False,4786,"['https://en.wikipedia.org/wiki/Hurricane_Eta', 'https://en.wikipedia.org/wiki/Hurricane_Iota', 'https://en.wikipedia.org/wiki/Hurricane_Irma', 'https://en.wikipedia.org/wiki/2020_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Wilma', 'https://en.wikipedia.org/wiki/Hurricane_Mitch']"
3434,Hurricane Delta (2020),https://en.wikipedia.org/wiki/Hurricane_Delta,https://en.wikipedia.org/wiki/List_of_United_States_tornadoes_from_October_to_December_2020,False,4786,"['https://en.wikipedia.org/wiki/Hurricane_Delta', 'https://en.wikipedia.org/wiki/Delta', 'https://en.wikipedia.org/wiki/Hurricane_Zeta', 'https://en.wikipedia.org/wiki/2020_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Wilma', 'https://en.wikipedia.org/wiki/Hurricane_Carmen', 'https://en.wikipedia.org/wiki/Timeline_of_the_2020_Atlantic_hurricane_season']"
3437,Tropical Storm Imelda (2019),https://en.wikipedia.org/wiki/Tropical_Storm_Imelda,https://en.wikipedia.org/wiki/List_of_United_States_tornadoes_from_September_to_October_2019,True,4785,"['https://en.wikipedia.org/wiki/Tropical_Storm_Imelda', 'https://en.wikipedia.org/wiki/2019_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Allison', 'https://en.wikipedia.org/wiki/Tropical_Storm_Beta_(2020)', 'https://en.wikipedia.org/wiki/Hurricane_Harvey', 'https://en.wikipedia.org/wiki/Timeline_of_the_2019_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Erin_(2007)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Allison_(1989)']"
3439,Tropical Storm Nestor (2019),https://en.wikipedia.org/wiki/Tropical_Storm_Nestor_(2019),https://en.wikipedia.org/wiki/List_of_United_States_tornadoes_from_September_to_October_2019,True,4785,"['https://en.wikipedia.org/wiki/Tropical_Storm_Nestor_(2019)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Olga_(2019)', 'https://en.wikipedia.org/wiki/2019_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Mindy', 'https://en.wikipedia.org/wiki/Hurricane_Michael', 'https://en.wikipedia.org/wiki/2019_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Josephine_(1996)', 'https://en.wikipedia.org/wiki/Timeline_of_the_2019_Atlantic_hurricane_season']"
3440,Tropical Depression Fourteen (1987),https://en.wikipedia.org/wiki/Tropical_Depression_Fourteen_(1987),https://en.wikipedia.org/wiki/1987_Atlantic_hurricane_season,True,1654,"['https://en.wikipedia.org/wiki/Tropical_Depression_Fourteen_(1987)', 'https://en.wikipedia.org/wiki/1987_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2023%E2%80%9324_South_Pacific_cyclone_season', 'https://en.wikipedia.org/wiki/Timeline_of_the_1987_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1988_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1993_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1993_Pacific_hurricane_season', 'https://en.wikipedia.org/wiki/1988_Pacific_hurricane_season']"
3442,Easter Tornado Outbreak (2020),https://en.wikipedia.org/wiki/2020_Easter_tornado_outbreak,https://en.wikipedia.org/wiki/List_of_tornadoes_in_the_2020_Easter_tornado_outbreak,False,4787,"['https://en.wikipedia.org/wiki/2020_Easter_tornado_outbreak', 'https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_March_1913', 'https://en.wikipedia.org/wiki/Outline_of_tornadoes', 'https://en.wikipedia.org/wiki/Tornado_records', 'https://en.wikipedia.org/wiki/EPB', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_March_31_%E2%80%93_April_1,_2023', 'https://en.wikipedia.org/wiki/Tornado_outbreak_of_April_23,_2000']"
3443,Typhoon Herb (1996),https://en.wikipedia.org/wiki/Typhoon_Herb,https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,True,1650,"['https://en.wikipedia.org/wiki/Typhoon_Herb', 'https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Herb_(disambiguation)', 'https://en.wikipedia.org/wiki/Typhoon_Omar', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Morakot', 'https://en.wikipedia.org/wiki/John_Milliman', 'https://en.wikipedia.org/wiki/Typhoon_Longwang', 'https://en.wikipedia.org/wiki/Typhoon_Saola_(2012)']"
3444,Typhoon Frankie (1996),https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,False,1650,"['https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Herb', 'https://en.wikipedia.org/wiki/1999_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/September_26', 'https://en.wikipedia.org/wiki/Deaths_in_2024', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_1996']"
3445,Typhoon Niki (1996),https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,False,1650,"['https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Niki', 'https://en.wikipedia.org/wiki/2024_Liberal_Democratic_Party_(Japan)_presidential_election', 'https://en.wikipedia.org/wiki/Max_Verstappen']"
3446,Typhoon Kirk (1996),https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,False,1650,"['https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Y', 'https://en.wikipedia.org/wiki/Martin_Sheen', 'https://en.wikipedia.org/wiki/Ruth_Earnshaw_Lo']"
3447,Typhoon Yates (1996),https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,False,1650,"['https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/John_Tenta', 'https://en.wikipedia.org/wiki/Dorothy_Lamour', 'https://en.wikipedia.org/wiki/Dirty_Pair_Flash', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_1996', 'https://en.wikipedia.org/wiki/Logarithmic_spiral']"
3448,Typhoon Sally (1996),https://en.wikipedia.org/wiki/Typhoon_Sally_(1996),https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season,True,1650,"['https://en.wikipedia.org/wiki/Typhoon_Sally_(1996)', 'https://en.wikipedia.org/wiki/Typhoon_Sally_(1964)', 'https://en.wikipedia.org/wiki/Typhoon_Usagi_(2013)', 'https://en.wikipedia.org/wiki/1996_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Typhoon_Koryn_(1993)', 'https://en.wikipedia.org/wiki/Typhoon_Utor', 'https://en.wikipedia.org/wiki/Pacific_typhoon_season']"
